YEAR,MONTH,DAY,Temperature at 2 Meters,Dew/Frost Point at 2 Meters,Temperature at 2 Meters Maximum,Temperature at 2 Meters Minimum,Specific Humidity at 2 Meters (g/kg),Relative Humidity at 2 Meters (%),Precipitation Corrected (mm/day),Wind Speed at 10 Meters
2018,4,11,25.19,16.73,31.56,20.46,12.21,62.62,5.89,1.49
2018,4,12,25.58,10.29,33.45,19.09,8.18,43.25,0,1.94
2018,4,13,26.43,4.65,36.13,16.02,5.55,29.12,0,3.05
2018,4,14,28.44,6.84,37.01,20.34,6.35,27.94,0,3.02
2018,4,15,30.14,8.49,38.82,21.69,7.08,28.06,0,2.23
2018,4,16,29.32,10.15,37.21,23.77,7.93,32.81,0.49,2.56
2018,4,17,28.18,11.19,36.54,21.03,8.42,37.5,0.18,4.05
2018,4,18,29.53,10.01,37.83,21.05,7.81,32.56,0,3.5
2018,4,19,28.75,5.55,37.11,22.1,6.04,26.69,0.03,3.53
2018,4,20,24.65,8.63,29.99,17.39,7.39,37.62,3.91,3.96
2018,4,21,23.59,7.37,31.99,15.36,6.65,40.94,0,3.86
2018,4,22,24.98,4.91,34.71,14.72,5.55,31.56,0,3.34
2018,4,23,28.12,2.93,38.58,17.53,4.82,23.31,0,4.5
2018,4,24,30.66,2.14,41.51,20.02,4.58,19,0,2.94
2018,4,25,33.29,2.94,42.5,24.37,4.82,16.5,0,2.43
2018,4,26,33.05,6.34,41.6,24.54,6.16,21.25,0,3.79
2018,4,27,33.7,6.11,42.01,25.51,5.98,19.75,0.01,2.3
2018,4,28,33.87,6.01,42.58,25.44,5.98,19.56,0,2.48
2018,4,29,34.27,5.14,43.2,25.48,5.68,18.69,0.01,3.59
2018,4,30,34.97,4.31,44.68,24.71,5.31,16.44,0,2.89
2018,5,1,35.33,1.55,44.71,25.92,4.33,12.94,0,2.96
2018,5,2,34.87,4.01,43.9,25.44,5.25,15.5,0.05,2.64
2018,5,3,33.68,8.4,40.77,26.09,7.02,22.31,0.9,3.51
2018,5,4,33.63,10.88,40.32,26.19,8.3,25.94,0,2.77
2018,5,5,34.27,8.95,41.71,26.89,7.26,22.44,1.23,2.39
2018,5,6,31.12,11.76,38.97,23.84,8.85,32.88,2.18,3.83
2018,5,7,30.73,11.65,37.75,25.06,8.79,33,1.04,2.95
2018,5,8,29.48,11.87,36.69,23.14,8.91,35.69,0.26,2.7
2018,5,9,30.98,10.64,38.08,23.88,8.18,30.75,0.04,2.59
2018,5,10,32.79,8.4,41.11,24.15,7.08,24.81,0.01,2.78
2018,5,11,35.34,9.47,43.94,25.04,7.57,22.25,0,2.82
2018,5,12,36.79,10.98,44.88,28.26,8.36,22.62,0.48,2.62
2018,5,13,34.58,12.37,42.31,27.58,9.28,28.69,0.61,5.23
2018,5,14,33.04,11.67,40.33,25.69,8.79,29.19,0.11,2.02
2018,5,15,33.11,10.32,40.28,26.06,8,26.38,0.07,2.44
2018,5,16,33.3,11.4,40.26,27.29,8.67,28.25,0.92,4.31
2018,5,17,33.94,8.02,41.37,25.84,6.96,22.88,0.01,2.96
2018,5,18,33.63,9.36,40.28,27.58,7.57,23.75,0.16,3.04
2018,5,19,33.73,6.93,40.9,26.45,6.41,20.69,0,4.02
2018,5,20,33.86,4.76,41.69,25.7,5.49,17.62,0.39,2.52
2018,5,21,34.54,4.23,42.28,26.07,5.25,16.12,0,3.52
2018,5,22,34.91,3.19,42.93,26.6,4.88,14.31,0,4.26
2018,5,23,34.73,-0.04,43.54,25.11,3.91,12.75,0,4.3
2018,5,24,34.87,-0.2,43.18,25.6,3.78,11.69,0,3.93
2018,5,25,35.83,-1.02,45.07,26.08,3.54,10.44,0,4.14
2018,5,26,36.65,-0.31,45.58,27.41,3.72,10.56,0,2.45
2018,5,27,36.48,1.83,45.56,27.21,4.39,12.44,0,3.02
2018,5,28,37.44,2.86,46.17,28.26,4.82,12.81,0,4.48
2018,5,29,38.76,-0.2,47.15,30.9,3.78,9.19,0,2.22
2018,5,30,37.33,3.29,45.65,28.17,4.94,12.69,0,3.29
2018,5,31,38.47,1.34,46.24,27.97,4.27,10.69,0,1.74
2018,6,1,38.94,3.13,46.92,29.72,4.88,11.44,0,2.42
2018,6,2,37.57,8.48,44.61,28.89,7.14,18.25,0.07,2.9
2018,6,3,38.54,7.58,45.62,29.01,6.65,16.25,0,1.88
2018,6,4,38.37,11.7,45.39,30.12,8.91,20.88,0,3.41
2018,6,5,38.87,18.23,44.9,32.07,13.49,31.12,3.43,3.59
2018,6,6,35.37,22.09,39.65,31.36,17.09,47.12,14.39,2.32
2018,6,7,36.82,19.19,42.98,29.37,14.4,38.62,0,1.44
2018,6,8,38.1,18.26,43.81,32.41,13.67,32.81,0.57,1.63
2018,6,9,35.73,20.64,40.58,30.79,15.81,42.81,5.15,3.14
2018,6,10,35.18,20.56,40.37,29.94,15.69,44.56,2.56,2.28
2018,6,11,36.4,18.39,43.31,29.73,13.85,37.88,0,3.43
2018,6,12,38.1,13.9,45.87,29.3,10.31,26.12,0,3.49
2018,6,13,38.97,11.22,46.68,29.61,8.79,21.06,0.01,3.81
2018,6,14,38.44,15.82,45.12,31.48,11.66,27.88,0,5.81
2018,6,15,37.72,18.11,43.23,32.75,13.43,32.75,0.08,5.04
2018,6,16,36.26,20.22,39.94,32.7,15.32,40,4.17,3.07
2018,6,17,33.33,21.3,37.29,29.32,16.36,50.38,4.28,3.37
2018,6,18,32.45,19.78,37.83,27.76,14.89,49.38,1.29,2.5
2018,6,19,34.18,17.53,40.84,27.08,12.94,39.94,0,3.09
2018,6,20,36.55,17.65,42.96,30.53,13.06,35.12,0.33,2.16
2018,6,21,37.33,16.75,43.73,31,12.33,31.94,0.34,2.78
2018,6,22,37.87,15.75,44.55,30.55,11.54,28.81,0,2.49
2018,6,23,37.43,16.76,43.66,31.51,12.33,31,0.82,3.32
2018,6,24,37.8,14.26,44.39,30.49,10.44,26.06,0,3.48
2018,6,25,38.56,14.57,45.49,31.8,10.68,25.62,0.01,3.73
2018,6,26,38.63,16.3,44.64,31.86,12.02,28.44,0,2.73
2018,6,27,33.46,20.08,35.54,29.48,15.32,46.69,16.55,2.45
2018,6,28,28.62,22.09,30.05,26.46,17.15,68.5,11.04,3.45
2018,6,29,29.98,23.98,34.52,25.48,19.23,71.94,17.02,3.26
2018,6,30,31.25,23.59,35.98,26.85,18.8,65.38,8.91,1.48
2018,7,1,34.36,23.05,39.76,28.43,18.25,53.88,0.47,1.98
2018,7,2,35.04,23.62,40.73,29.83,19.04,53.62,15.88,3.52
2018,7,3,30.94,25.55,34.67,27.37,21.24,73.94,98.47,2.9
2018,7,4,30.8,24.44,34.18,28.04,19.84,70.19,6.58,1.42
2018,7,5,30.5,22.99,33.91,26.5,18.13,65.38,0.22,1.54
2018,7,6,31.83,21.69,37.58,26,16.72,57.5,0,2.82
2018,7,7,33.01,20.58,39.26,25.79,15.69,50.75,0,2.5
2018,7,8,34.23,21.28,40.28,27.38,16.36,49.44,0,2.09
2018,7,9,35.06,21.27,41.4,28,16.42,47.56,0.46,1.96
2018,7,10,34.59,22.36,40.72,27.86,17.58,51.75,3.63,1.95
2018,7,11,33.8,22.93,38.37,28.58,18.19,55.12,6.09,1.81
2018,7,12,34.44,23.48,39.68,28.88,18.86,55.44,7.82,1.88
2018,7,13,33.69,24,38.44,28.51,19.41,59.5,8.7,2.17
2018,7,14,32.96,23.78,38,27.85,19.1,60.94,0.61,1.78
2018,7,15,33.55,24.56,38.8,28.12,20.02,61.25,0.67,2.78
2018,7,16,33.3,25.11,37.88,28.81,20.69,64.12,4.91,3.33
2018,7,17,31.93,24.92,36.34,27.81,20.39,67.81,5.23,3.36
2018,7,18,32.01,24.11,36.34,27.37,19.41,64.69,0.57,2.69
2018,7,19,32.58,24.61,36.28,27.71,20.02,64.19,12.11,1.63
2018,7,20,32.86,25.16,36.91,28.94,20.75,65.56,11.13,1.2
2018,7,21,32.55,25.3,37.19,27.99,20.87,67.5,4.57,1.7
2018,7,22,31.82,25.72,35.81,28.05,21.42,71.56,6.25,2.8
2018,7,23,30.7,25.55,33.98,27.19,21.18,75.19,12.84,2.36
2018,7,24,32,25.04,35.57,27.6,20.51,68.06,4.15,1.42
2018,7,25,32.86,25.56,36.78,28.96,21.24,66.88,9.61,2.23
2018,7,26,31.44,24.59,35.99,27.62,20.02,69.12,20.11,2.77
2018,7,27,30.76,24.44,35.44,26.22,19.84,71.12,8.22,1.98
2018,7,28,29.57,24.22,32.75,26.52,19.53,74.12,3.46,2.68
2018,7,29,31.61,24.37,36.5,26.33,19.71,67.56,2.89,1.93
2018,7,30,32.55,24.05,37.56,27.56,19.35,62.88,0.32,2.05
2018,7,31,32.83,22.56,38.58,27.27,17.76,57.62,0.45,3.06
2018,8,1,32.46,22,38.74,26.3,17.15,56.44,0.73,3.18
2018,8,2,32.64,20.64,39.3,26.67,15.75,51.69,0.05,3.77
2018,8,3,32.7,20.63,39.8,26.2,15.69,51.25,0.05,3.79
2018,8,4,33.45,22.06,39.56,27.27,17.21,53.06,0.97,2.74
2018,8,5,33.73,21.51,40.05,28.05,16.6,50.94,0.13,3.89
2018,8,6,31.01,23.12,35.48,27.62,18.31,63.88,5.77,3.89
2018,8,7,29.7,23.37,34.28,26.12,18.55,70.44,4.84,3.98
2018,8,8,30.83,23.44,36.17,25.95,18.62,66.94,1.64,2.42
2018,8,9,32.22,23.95,36.79,27.12,19.17,63.62,1.88,1.99
2018,8,10,33.54,23.06,38.39,28.24,18.19,56.06,0.2,1.57
2018,8,11,33.98,23.32,39.12,28.45,18.62,55.62,1.23,3.09
2018,8,12,33.2,22.58,38.45,28.9,17.82,55.5,9.11,4.15
2018,8,13,31.58,22.77,36.66,26.8,17.94,61.44,6.27,2.73
2018,8,14,31.24,23.94,36.36,26.8,19.23,67.19,9.01,1.77
2018,8,15,32.41,23.59,37.11,27.58,18.86,62.06,1.34,1.41
2018,8,16,32.9,22.98,37.76,27.68,18.13,58.12,0,1.41
2018,8,17,33.55,22.59,38.87,27.96,17.7,54.94,0.17,1.45
2018,8,18,33.05,23.18,37.96,27.58,18.37,58.38,1.18,1.58
2018,8,19,33.92,23.05,38.83,28.48,18.25,55,0.07,1.79
2018,8,20,34.6,23.3,39.8,28.57,18.49,53.88,2.68,1.59
2018,8,21,33.4,23.46,38.1,28.89,18.68,57.69,4.05,2.2
2018,8,22,33.73,24.26,38.83,28.19,19.65,60.06,6.15,2.08
2018,8,23,34.21,23.62,38.8,29.3,18.92,56.19,2.79,1.69
2018,8,24,33.76,21.55,39.87,27.5,16.66,50.81,0.89,2.36
2018,8,25,34.15,20.8,40.02,28,15.93,48,0.45,1.98
2018,8,26,32.83,21.38,38.38,27.64,16.48,52.88,2.25,1.7
2018,8,27,33.15,21.66,39.62,27.79,16.72,53.62,0,2.24
2018,8,28,33.23,21.66,39.54,27.21,16.72,53.44,0,1.4
2018,8,29,33.33,20.44,39.42,27.44,15.5,49.25,1,1.97
2018,8,30,33.73,19.9,40.48,27.07,15.08,47.19,0.4,2.06
2018,8,31,34.45,20.03,41.44,28.28,15.2,46.19,0,1.88
2018,9,1,34.05,20.09,39.98,28.39,15.2,46.38,0.21,1.77
2018,9,2,32.63,19.37,38.17,27.35,14.47,47.31,0.51,1.96
2018,9,3,32.02,20.36,38.05,26.75,15.38,52.5,1.83,1.86
2018,9,4,32.44,20.13,38.99,26.52,15.2,51.44,0.42,2.13
2018,9,5,33.53,18.62,40.03,27.83,13.92,44.44,0.02,2.03
2018,9,6,33.46,18.01,40.25,26.49,13.49,42.81,0.05,1.77
2018,9,7,32.95,20.46,39.4,27.72,15.62,51,1.39,1.72
2018,9,8,32.54,20.52,38.65,27.2,15.62,52.69,0.34,2.05
2018,9,9,30.87,22.52,36.34,27.32,17.58,63,25.06,2.02
2018,9,10,30.96,22.89,35.98,25.85,17.88,64.56,2.76,1.14
2018,9,11,32.08,21.23,38.43,26.4,16.17,55.31,1.43,1.87
2018,9,12,32.73,20.02,39.13,27.13,15.14,49.94,0.78,2.39
2018,9,13,31.71,17.97,38.96,24.98,13.31,47,2.06,2.73
2018,9,14,30.73,17.44,37.76,24.69,12.82,47.56,1.09,2.25
2018,9,15,30.25,17.9,36.83,25.04,13.12,50.5,0.62,1.87
2018,9,16,29.34,18.6,35.3,24,13.73,54.94,0,1.93
2018,9,17,29.73,15.9,36.69,24.24,11.6,46.38,0,2.37
2018,9,18,29.57,14.99,37.4,22.67,10.93,43.81,0,1.82
2018,9,19,29.72,15.14,38.12,22.36,11.05,45.12,0.3,2.09
2018,9,20,29.94,14.9,38.47,22.22,10.93,44.19,0,1.96
2018,9,21,30.1,18.66,37.69,22.89,13.73,53.69,0.34,2.82
2018,9,22,28.3,20.75,33.77,23.39,15.62,65.44,4.01,3.21
2018,9,23,24.05,21.83,27.05,21.85,16.66,87.62,58.33,3.95
2018,9,24,25.15,21.49,30.12,21.04,16.36,81.44,11.82,2.59
2018,9,25,27.23,20.23,33.6,21.15,15.2,69.25,0.09,1.58
2018,9,26,27.89,17.05,35.09,21.05,12.57,56.88,0,1.99
2018,9,27,27.8,15.2,36.26,21.05,11.11,50.19,0,2.01
2018,9,28,27.83,16.79,35.73,20.63,12.27,54.94,3.34,2.04
2018,9,29,27.6,16.98,34.33,21.62,12.39,56.12,10.17,1.68
2018,9,30,28.34,16.05,35.15,22.17,11.66,49.56,0,1.54
2018,10,1,28.39,15.42,36.12,22.28,11.23,48.44,0,1.47
2018,10,2,27.67,15.15,35.36,21.6,11.11,49.88,0,1.57
2018,10,3,27.3,15.25,35.92,20.51,11.17,52.38,0,1.85
2018,10,4,26.99,14.85,33.86,20.05,10.86,51.31,2.55,1.46
2018,10,5,26.77,13.9,34.15,20.57,10.13,47.5,0,1.88
2018,10,6,27.15,13.15,34.79,19.35,9.64,45.25,0,1.95
2018,10,7,26.95,13.05,34.62,21.13,9.58,44.88,0,1.55
2018,10,8,26.04,14.42,34.35,18.73,10.5,52.5,0,1.97
2018,10,9,25.8,15.65,33.29,19.86,11.35,56.62,1.73,2.47
2018,10,10,26.06,12.91,32.83,18.51,9.52,47.81,0.9,1.16
2018,10,11,25.08,13.94,31.45,19.82,10.25,53.25,0.76,1.56
2018,10,12,25.02,14.62,31.96,18.65,10.56,55.69,0,1.58
2018,10,13,24.88,10.3,32.18,18.09,8,43.31,0,1.91
2018,10,14,25.05,9,32.01,19.23,7.32,37.94,0,1.84
2018,10,15,24.88,9.05,32.35,18.33,7.32,38.94,0,1.32
2018,10,16,23.58,11,33.01,16.19,8.36,48.94,0,2.93
2018,10,17,24.87,10.92,32.85,17.04,8.36,45.75,0,1.9
2018,10,18,25.09,10.65,32.39,17.51,8.18,43.69,0,1.65
2018,10,19,24.03,8.74,32.22,16.94,7.2,40.94,0,1.8
2018,10,20,24.65,7.03,32.46,18.33,6.41,35.06,0,1.7
2018,10,21,24.46,6.9,32.17,18.62,6.35,34.31,0,1.67
2018,10,22,24.05,5.88,32.23,15.39,5.92,34.19,0,2.3
2018,10,23,24.23,4.26,31.16,18.89,5.31,29.06,0,1.43
2018,10,24,23.62,5.9,31.43,17.32,5.92,33.94,0,1.38
2018,10,25,23.01,7.09,31.14,14.89,6.41,38.69,0,1.8
2018,10,26,23.86,8.07,31.25,17.05,6.84,38.94,0,1.23
2018,10,27,24.4,7.9,31.58,18.58,6.71,36.38,0,1.37
2018,10,28,23.6,9.02,31.3,15.81,7.26,41.5,0,1.77
2018,10,29,24.73,9.12,31.86,17.67,7.32,38.69,0,1.72
2018,10,30,23.49,9.32,30.98,18.18,7.45,41.94,0,1.8
2018,10,31,22.3,9.51,29.57,16.24,7.51,46.06,0,1.88
2018,11,1,22.73,10.31,31.35,18.13,8,47.69,0.03,2.92
2018,11,2,22.4,11.95,29.37,16.61,8.91,54.12,0.34,3.21
2018,11,3,21.19,10.19,29.37,15.37,8.12,54.62,0.88,2.74
2018,11,4,18.65,2.71,26.23,11.36,4.7,37.69,0.29,2.81
2018,11,5,18.9,4.89,27.18,12.64,5.49,41.56,0,2.7
2018,11,6,17.83,0.11,27.9,10.16,3.97,34.44,0,3.59
2018,11,7,19.11,-3.13,28.35,9.78,3.11,25.38,0,2.25
2018,11,8,19.52,-1.25,27.69,11.01,3.54,26.25,0,1.8
2018,11,9,20.63,-0.33,27.91,13.9,3.78,26.31,0,1.23
2018,11,10,20.19,0.06,27.73,11.78,3.91,27.62,0,1.75
2018,11,11,20.44,3.71,27.46,16.65,5.07,34,0,2.04
2018,11,12,21.47,5.84,28.22,16.15,5.86,37.62,0,0.87
2018,11,13,20.44,7.64,27.15,15.15,6.65,45,0.11,1.94
2018,11,14,20.02,9.12,27.16,15.26,7.39,52.06,2.28,1.66
2018,11,15,18.56,9.09,27.02,12.07,7.32,59.31,0.29,2.28
2018,11,16,18.8,3.94,28.03,11.12,5.13,40.81,0,3.48
2018,11,17,20.19,2.79,28.96,11.94,4.76,34.06,0,2.33
2018,11,18,20.28,2.31,27.94,12.69,4.58,32,0,1.95
2018,11,19,20.49,5.83,27.86,14.05,5.86,40.12,0.06,2.02
2018,11,20,20.31,5.73,28.76,14.88,5.8,40.25,0,2.84
2018,11,21,19.29,3.49,28.61,11.81,5,38.94,0,3.07
2018,11,22,18.99,1.73,27.44,13.73,4.39,33.44,0,1.99
2018,11,23,17.87,3.78,27.8,11.22,5,42.19,0,4.16
2018,11,24,18.07,1.53,28.87,10.32,4.33,36.75,0,3.89
2018,11,25,20.56,0.3,29.05,13.51,3.97,27.62,0,1.75
2018,11,26,20.63,0.9,29.19,12.59,4.15,28.81,0,1.86
2018,11,27,19.26,2.95,27.98,13.12,4.82,35.88,0,2.44
2018,11,28,19.63,3.57,28.19,12.39,5,37.5,0,1.84
2018,11,29,18.69,4.39,26.29,13.33,5.25,40,0,2.34
2018,11,30,17.76,2.18,27.02,10.63,4.52,38.69,0,2.9
2018,12,1,18.51,-0.17,27.11,10.97,3.85,30.44,0,2.26
2018,12,2,18.45,0.08,27.2,12.31,3.91,30.56,0,1.66
2018,12,3,17.53,1.92,25.23,12.37,4.46,36.56,0,1.48
2018,12,4,17.96,1.77,24.73,12.86,4.39,34.69,0,1.29
2018,12,5,17.44,2.08,24.17,11.62,4.52,36.69,0,1.41
2018,12,6,16.4,2.9,24.35,11.26,4.76,41.75,0,1.98
2018,12,7,15.99,2.9,23.15,10.05,4.76,43,0,1.53
2018,12,8,16.38,2.02,22.62,11.12,4.46,39.25,0,1.08
2018,12,9,17.1,1.92,23.84,11.37,4.46,37.12,0,1.36
2018,12,10,14.69,5.2,21.23,10.83,5.62,55.12,2.36,2.48
2018,12,11,14.15,7.66,22.29,8.37,6.65,69.31,0.85,2.43
2018,12,12,13.44,6.87,19.04,9.98,6.23,66.62,0.46,1.73
2018,12,13,13.12,6.54,19.26,8.07,6.1,67.81,0.01,1.41
2018,12,14,12.51,2.7,20.69,6.74,4.7,54.94,0,2.86
2018,12,15,11.73,-0.44,21.72,4.48,3.72,46.94,0,3.04
2018,12,16,11.87,-2.56,21.83,4.37,3.17,39.5,0,2.74
2018,12,17,12.47,-3.68,22.33,5.9,2.93,34.62,0,2.73
2018,12,18,13.09,-3.74,23.38,5.19,2.93,33.5,0,2.82
2018,12,19,14.19,-5.24,22.73,6.96,2.56,27.31,0,1.76
2018,12,20,13.62,-7.24,22.31,7.7,2.2,23.62,0,1.73
2018,12,21,13.56,-5.92,22.36,5.73,2.44,26.38,0,1.95
2018,12,22,13.13,-4.38,22.4,6.1,2.75,31.19,0,1.84
2018,12,23,11.83,-3.27,19.6,4.34,2.99,35.94,0,1.67
2018,12,24,10.63,-3.77,19.01,4.95,2.87,37.81,0,2.39
2018,12,25,10.63,-3.53,21.09,3.5,2.93,40.06,0,3.41
2018,12,26,11,-3.69,18.09,5.37,2.93,37.12,0,1.91
2018,12,27,10.5,-3.99,19.38,5.55,2.87,38.06,0,2.23
2018,12,28,9.46,-5.41,19.58,1.55,2.56,38,0,2.73
2018,12,29,11.35,-4.86,19.8,4.87,2.62,32.81,0,1.93
2018,12,30,12.07,-4.52,20.08,5.6,2.75,33.19,0,1.77
2018,12,31,11.17,-4.32,19.69,5.88,2.75,35,0,2.25
2019,1,1,9.82,-2.63,15.72,4.76,3.17,42.56,0.03,2.27
2019,1,2,12.04,4.95,20.55,6.71,5.49,65.75,0,2.29
2019,1,3,11.6,3.19,20.11,5.02,4.88,62,0,3.03
2019,1,4,12.61,-0.42,20.67,6.09,3.72,44,0.18,1.91
2019,1,5,11.93,2.23,19.02,7.4,4.52,53.69,1.57,2.79
2019,1,6,10.54,5.73,17.19,6.95,5.8,74.56,0.53,2.34
2019,1,7,11.36,4.67,19.05,6.13,5.37,67.5,0,1.69
2019,1,8,12.79,1.3,20.88,8.4,4.21,48.25,0,2.57
2019,1,9,12.19,0.97,22.21,5.26,4.15,50.94,0,3.66
2019,1,10,12.56,-2.02,21.12,5.01,3.3,40.56,0.07,1.84
2019,1,11,13.23,3.03,20.94,7.91,4.82,53.62,0.35,3.05
2019,1,12,14.01,4.37,21.4,8.35,5.25,54.69,0.32,1.84
2019,1,13,11.45,2.94,19.95,5.78,4.82,61.94,0.17,2.59
2019,1,14,9.87,-5.3,20.98,2.44,2.62,40.5,0,4.15
2019,1,15,11.12,-8.88,21.12,2.05,1.89,26.06,0,2.63
2019,1,16,13.33,-7.19,20.23,8.46,2.26,23.44,0,1.38
2019,1,17,12.73,-4.34,22.16,4.21,2.81,32.94,0,2.49
2019,1,18,11.29,-1.78,20.3,5.13,3.42,43.12,0,2.41
2019,1,19,12.3,3.79,19.36,6.39,5.07,58.56,0,2.48
2019,1,20,12.48,7.21,16.94,9.05,6.47,72.19,2.34,2.34
2019,1,21,11.44,9.53,14.82,9.69,7.51,88.25,8.61,2.32
2019,1,22,10.95,8.51,14.69,7.94,7.02,85.69,8.62,1.4
2019,1,23,10.13,5.68,17.44,5.48,5.74,76.25,2.69,1.96
2019,1,24,10.4,2.23,18.01,5.71,4.52,59.81,0.02,1.76
2019,1,25,10.9,0.38,18.08,2.94,3.97,52.75,0.01,1.73
2019,1,26,9.85,-0.96,17.64,3.05,3.54,49.5,0,2.36
2019,1,27,9.18,-2.32,17.98,3.67,3.23,48.25,0,3.4
2019,1,28,9.14,-4.4,20,1.2,2.75,42.5,0,3.47
2019,1,29,10.65,-4.14,21,1.12,2.81,39,0,2.98
2019,1,30,12.21,2.85,18.7,7.94,4.88,55.19,0.3,2.79
2019,1,31,10.89,6.55,17.58,7.09,6.1,77.56,2.41,2.23
2019,2,1,10.95,5.53,18.53,5.81,5.68,72.56,1.33,2.12
2019,2,2,12.19,3.23,21.46,5.98,4.82,58.56,0.07,2.52
2019,2,3,13.19,1.52,22.44,4.72,4.27,49.44,0,2.21
2019,2,4,15.4,1.58,23.76,8.19,4.33,41.5,0,1.43
2019,2,5,17.33,1.69,24.43,12.56,4.39,36.75,0.02,1.53
2019,2,6,14.38,5.2,22.09,9.55,5.62,56.94,2.03,2.25
2019,2,7,11.53,9.53,16.26,7.66,7.57,88.06,14.07,2.68
2019,2,8,11.33,4.55,19.11,6.82,5.37,69,0.28,3.13
2019,2,9,11.27,1.1,20.91,2.91,4.21,56.88,0,2.6
2019,2,10,12.36,-0.08,19.8,6.43,3.85,44.62,0,2.3
2019,2,11,13.8,0.33,22.58,6.51,3.97,42.81,0,1.89
2019,2,12,15.38,3,21.12,9.88,4.76,45.06,0,1.41
2019,2,13,16.32,3.33,24.58,11.8,4.88,44,0,1.95
2019,2,14,13.81,7.92,18.28,10.03,6.9,69.44,14.18,2.31
2019,2,15,13.51,8.14,21.46,7.77,6.84,72.5,0.29,2.6
2019,2,16,14.23,4.62,22.12,6.38,5.37,57.06,0.01,1.67
2019,2,17,14.81,2.21,22.17,8.53,4.58,47.12,0,1.77
2019,2,18,13.37,5.33,23.14,7.31,5.8,63.25,4.44,3.05
2019,2,19,13.94,5.95,22.12,6.88,5.92,64.62,0.05,1.75
2019,2,20,13.55,10.24,18.57,9.54,8,81.31,22.23,3.49
2019,2,21,15.4,12.33,20.46,10.29,9.09,82.94,9.39,2.23
2019,2,22,13.48,5.21,21.74,6.83,5.62,62.44,0,2.95
2019,2,23,13.36,3.7,22.32,5.53,5.07,56.94,0,3.09
2019,2,24,15.27,1.4,22.59,7.71,4.27,42.25,0,1.7
2019,2,25,14.64,3.25,22.55,7.05,4.94,49.81,0.74,2.27
2019,2,26,14.16,4.48,21.32,9.41,5.37,55.44,2.66,2.07
2019,2,27,13.23,3.63,20.5,6.6,5.07,56.44,0.06,2.43
2019,2,28,14.19,1.97,21.48,7.02,4.46,46.38,0,1.48
2019,3,1,14.64,2.7,23.01,9.17,4.7,47.06,0,2.14
2019,3,2,13.03,9.12,18.16,10.4,7.32,78.44,3.88,3.95
2019,3,3,14.84,10.29,20.96,9.47,7.93,76.75,1.22,1.98
2019,3,4,15.59,8.66,22.34,9.34,7.14,67,0.03,2.3
2019,3,5,17.21,6.08,24.62,9.01,5.98,51.25,0,1.91
2019,3,6,17.47,4.07,24.83,8.9,5.19,44.38,0,2.33
2019,3,7,17.23,4.09,25.79,10.07,5.25,44.88,0,2.34
2019,3,8,16.54,7.2,23.85,11.16,6.41,57.12,0.08,2.21
2019,3,9,17.57,7.9,25.26,10.38,6.71,56.12,0,2.14
2019,3,10,17.72,4.89,26.51,9.47,5.49,47.12,0,2.45
2019,3,11,14.97,8.07,22.12,10.57,6.84,66,5.34,3.25
2019,3,12,16.07,8.75,24.04,9.45,7.14,66.56,0.14,2.09
2019,3,13,16.76,6.9,24.09,11.23,6.29,55.62,0.05,2.8
2019,3,14,16.93,7.56,24.35,11.23,6.59,57.25,0.14,1.77
2019,3,15,17.46,7.15,25.62,10.01,6.41,55.56,0,2.3
2019,3,16,18.3,6.9,27.55,9.76,6.29,51.06,0,2.37
2019,3,17,20.21,6.02,29.15,12.48,5.92,43.44,0,2.34
2019,3,18,20.55,6.19,29.92,13.73,6.04,41.62,0,1.84
2019,3,19,21.44,7.8,28.66,15.57,6.77,43.5,0.53,2.02
2019,3,20,20.1,9.31,28.08,13.65,7.51,54.75,1.17,3.2
2019,3,21,20.23,7.96,28.9,12.19,6.84,50.75,0.06,2.62
2019,3,22,20.7,6.15,29.97,12.12,6.04,44.06,0,3.42
2019,3,23,18.72,10.19,25.2,14.14,7.93,58.31,0.01,3.24
2019,3,24,20.29,11.58,28.11,14.54,8.67,60.38,0,2.48
2019,3,25,21.33,8.4,30.4,13.06,6.96,47.31,0,3.24
2019,3,26,22.68,7,33.36,12.73,6.35,41.56,0,3.41
2019,3,27,25.69,7.48,34.5,16.96,6.59,34.12,0,1.75
2019,3,28,27.05,10.34,35.98,19.65,8.06,37.88,0,2.13
2019,3,29,28.14,12.07,36.55,20.27,8.97,40.25,0,1.8
2019,3,30,27.41,9.3,36.29,19.48,7.75,34.38,0,2.73
2019,3,31,23.9,3.78,34.8,14.23,5.19,31.75,0,4.26
2019,4,1,24.9,4.42,36.3,14.22,5.43,32.06,0,3.51
2019,4,2,26.14,4.4,36.88,16.7,5.43,28.88,0,2.22
2019,4,3,28.99,7.34,38.37,19.03,6.65,28,0,2.6
2019,4,4,29.64,9.21,39.26,20.38,7.51,31.56,0,2.48
2019,4,5,30.41,12.51,38.03,23.87,9.28,35.62,0,1.78
2019,4,6,29.81,11.35,38.62,22.21,8.61,35.38,0,2.48
2019,4,7,29.73,10.16,39.15,21.78,8.06,34.06,0.01,1.99
2019,4,8,28.68,9.56,36.76,22.34,7.63,33.12,0.17,2.37
2019,4,9,29.89,9.23,38.81,20.59,7.45,30.44,0.1,1.7
2019,4,10,29.69,11.8,38.23,22.28,8.85,36.25,0.46,3.05
2019,4,11,29.78,9.19,38.65,20.57,7.51,31.19,0.04,2.71
